1.22.1-10.5-32bit.zip       0
1.22.1-10.5-64bit.zip       0
1.22.2-10.5-32bit.zip       0
1.22.2-10.5-64bit.zip       0
1.23.0-10.5-32bit.zip       0
1.23.0-10.5-64bit.zip       0
1.23.1-32bit.zip       0
1.23.1-64bit.zip       0
1.24.0-10.5-32bit.zip       0
1.24.0-10.5-64bit.zip       0
1.24.1-10.5-64bit.zip       0
1.24.1-20.5-32bit.zip       0
1.25.0-10.5.zip       0
1.25.0-10.6.zip       0
1.25.1-10.5.zip       0
1.25.1-10.6.zip       0
1.26.0-osx-10.5.zip       0
1.27.0-osx10.5.zip       0
1.28.0_OSX10.5.zip       0
1.29.0-osx10.5.zip       0
1.29.1-osx10.5.zip       0
1.29.1-osx10.6.zip       0
1.29.2_osx10.6.zip       0
1.30.1-OSX10.6.zip       0
1.30.2_osx10.5.zip       0
1.30.2_osx10.6.zip       0
1.31.0_osx10.5.zip       0
1.31.0_osx_10.6.zip       0
1.31.1_osx10.5.zip       0
1.31.2_osx10.5.zip       0
1.32.0_osx10.5.zip       0
1.33.2_osx10.6.zip       0
10.5-32bit.zip       0
10.5-64bit.zip       0
16SVenn.jpg       1
16Srarefaction.jpg       1
2columns.png       1
ASMPoster.pdf       1
AbRecovery.zip      15
Abrecovery.accnosgroups.zip       2
AclB.fn.0.02.heatmap.jpg       1
AclB.zip       1
AclB_tree.jpg       1
AclB_venn.fn.0.02.venn.sharedsobs.jpg       1
AclBrarefaction.jpg       1
AclBrarefaction2.jpg       1
AddingCommandAfter.jpg       1
AddingCommandBefore.jpg       1
Aligner_comparison1.png       1
Aligner_comparison2.png       1
AllRarefaction.jpg       1
AmazonAmovaData.zip       2
AmazonData.zip      70
AmazonDesign.zip       1
Analysis.jpg       2
AutoFillNames.jpg       1
AutoFillNamesPartial.jpg       1
AverageNeighborCutoffChange.pdf       0
Aws_click_ec2.png       1
Aws_ec2_dashboard.png       1
Aws_instance_console.png       1
Aws_key_pair.png       1
Aws_launch.png       1
Aws_pick_region.png       1
Aws_security.png       1
Aws_step_1.png       1
Bap_Files.zip       1
BarecoxL-rabund.jpg       1
Betty.zip       0
BiofilmEu.zip       1
CanopycoxL-rabund.jpg       1
CatchAllCmdL.zip       0
CatchAllCmdW.zip       0
Chao1_richness.png       0
ChimeraCheckSVGFiles.zip       1
ChimeraFiles.zip       0
Chowes.png       0
ClassificationData.zip       0
Clearcut.mac.zip       1
Clearcut.source.zip       1
Clearcut.win.zip       1
Command.zip       1
CostelloData.zip       1
CountGroupsDataset.zip       1
CoxL16SrRNAOTUratio.jpg       1
CoxLOTUdefinition.jpg       1
CoxLVenn.jpg       1
CoxL_OTU_definition.doc       0
CoxLrarefaction.jpg       1
CreateBatch.jpg       1
Create_Database_Files.zip       1
CreatingRunningYourPipeline.mov.zip       0
DOK03.zip       1
DOK03_CompAlign.png       1
DOK03_SobsVenn.png       1
DOK03_estimators.png       1
DOK03_rarefact.single.png       1
DOK03_sharedOTU.png       1
DOK03_sharedcluster.png       1
DefaultPipelines.jpg       1
DuneData.zip       1
EdgecoxL-rabund.jpg       1
Elham_sff_files1.zip       0
Elham_sff_files2.zip       0
ErrorAnalysis.jpg       1
Esophagus.fasta.zip       1
Esophagus.zip       7
EstimatorSingleData.zip       1
Examplspdsht.png       1
Fake_data.1.subsample.shared.zip       1
FilespipelineExample.jpg       1
Final.zip       2
Finalgrp.png       1
Findblue.png       1
Findley_ITS_database.zip       1
Findrplc3.png       1
ForRene.zip       0
Fst_table.jpg       1
Fung.all.mar14.hil.shared.tgz       0
FungiLSU_train_v7.zip       1
GG_13_5_otuMapTable.zip       1
GOS.zip       1
Get.oturep.tgz       0
GettingStarted.mov.zip       0
Gg_13_5_99.refalign.tgz       1
Gg_13_5_99.taxonomy.tgz       1
Gg_13_8_99.refalign.tgz       1
Gg_13_8_99.taxonomy.tgz       1
Gg_ss_map.zip       1
Gos_heatmap.jpg       1
Gos_otu_tree.jpg       1
Gos_rarefraction.jpg       1
Gos_venn.jpg       1
Greengenes.alignment.zip       4
Greengenes.gold.alignment.zip       1
